TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,AUX_TASK
_,_,_,_,_,_,_
this,O,1,phone,RSTR,DT,,O
phone,O,2,has,ACT-arg,NN,,O
has,O,2,has,ROOT,VBZ,,O
a,O,_,_,_,_,,O
very,O,5,cool,EXT,RB,,O
cool,B-OP,8~6,feature~and,RSTR~CONJ.member,JJ,,"11###[""OT"", ""RSTR^-1"", ""*"", ""DESCR"", ""ASP""]"
and,O,_,_,_,CC,,O
useful,B-OP,6~8,and~feature,CONJ.member~RSTR,JJ,,"11###[""OT"", ""RSTR^-1"", ""*"", ""DESCR"", ""ASP""]"
feature,O,2,has,PAT-arg,NN,,O
--,O,_,_,_,_,- -,O
the,O,_,_,_,_,,O
speakerphone,B-ASP,8,feature,DESCR,NN,speaker ##phone,AT-Head
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,_,_,_,_,,O
one,O,3,disappointment,RSTR,CD,,O
huge,O,3,disappointment,RSTR,JJ,,O
disappointment,O,4,is,PAT-arg,NN,,O
is,O,4,is,ROOT,VBZ,,O
that,O,_,_,_,_,,O
the,O,_,_,_,_,,O
phones,O,11,lack,ACT-arg,NNS,,O
manufactured,O,7,phones,RSTR,VBN,,O
for,O,_,_,_,_,,O
t-mobile,O,8,manufactured,BEN,NN,t - mobile,O
lack,B-OP,4,is,ACT-arg,VBP,,"15###[""OT"", ""PAT-arg"", ""*"", ""DIR1"", ""ASP""]"
many,O,11,lack,PAT-arg,JJ,,O
of,O,_,_,_,_,,O
the,O,_,_,_,_,,O
menus,B-ASP,12~16,many~and,DIR1~CONJ.member,NNS,menu ##s,AT-Head
and,O,_,_,_,CC,,O
functions,B-ASP,12~16,many~and,DIR1~CONJ.member,NNS,,AT-W\O-Path
that,O,26,have,PAT-arg,IN,,O
a,O,_,_,_,_,,O
nokia,O,26,have,ACT-arg,NN,,O
straight,O,20,nokia,MANN,RB,,O
from,O,_,_,_,_,,O
the,O,_,_,_,_,,O
manufacturer,O,21,straight,DIR1,NN,,O
should,O,_,_,_,_,,O
have,O,17~15,functions~menus,RSTR~RSTR,VB,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
that,O,_,_,_,IN,,O
beside,O,_,_,_,_,,O
you,O,3,are,LOC,PRP,,O
are,O,3,are,ROOT,VBP,,O
prob.,O,_,_,_,_,pro ##b .,O
very,O,6,well,EXT,RB,,O
well,O,7,aware,MANN,RB,,O
aware,O,3,are,PAT-arg,JJ,,O
of,O,_,_,_,_,,O
many,O,7~20,aware~and,PAT-arg~CONJ.member,JJ,,O
of,O,_,_,_,_,,O
the,O,_,_,_,_,,O
features,O,9,many,DIR1,NNS,,O
that,O,17,known,EFF-arg,IN,,O
this,O,15,phone,RSTR,DT,,O
phone,O,17,known,PAT-arg,NN,,O
is,O,_,_,_,_,,O
known,O,12,features,RSTR,VBN,,O
for,O,_,_,_,_,,O
",",O,_,_,_,_,,O
and,O,_,_,_,CC,,O
one,O,28~7~20,:~aware~and,APPS.member~PAT-arg~CONJ.member,CD,,O
that,O,27,mentioned,PAT-arg,WDT,,O
has,O,_,_,_,_,,O
not,O,27,mentioned,RHEM,RB,,O
yet,O,27,mentioned,TTILL,RB,,O
been,O,_,_,_,_,,O
mentioned,O,21,one,RSTR,VBN,,O
:,O,_,_,_,:,,O
using,O,7~28,aware~:,PAT-arg~APPS.member,VBG,,O
this,O,31,phone,RSTR,DT,,O
phone,O,29,using,PAT-arg,NN,,O
as,O,_,_,_,_,,O
a,O,_,_,_,_,,O
modem,O,29,using,COMPL,NN,mode ##m,O
for,O,_,_,_,_,,O
any,O,37,computer,RSTR,DT,,O
computer,O,34,modem,BEN,NN,,O
with,O,_,_,_,_,,O
a,O,_,_,_,_,,O
usb,O,42,port,RSTR,NN,,O
1.0,O,42,port,RSTR,CD,1 . 0,O
port,O,37,computer,ACMP,NN,,O
!,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,_,_,_,_,,O
scroll,B-ASP,2,bar,RSTR,NN,,AT-Secondary
bar,I-ASP,3,problems,RSTR,NN,,AT-Secondary
problems,I-ASP,4,make,ACT-arg,NNS,,AT-Head
make,O,4,make,ROOT,VBP,,O
the,O,_,_,_,_,,O
task,O,4,make,PAT-arg,NN,,O
of,O,_,_,_,_,,O
creating,O,6,task,PAT-arg,VBG,,O
playlists,O,8,creating,PAT-arg,NNS,play ##lists,O
more,O,_,_,_,_,,O
frustrating,B-OP,4,make,EFF-arg,JJ,,"3###[""OT"", ""EFF-arg^-1"", ""*"", ""ACT-arg"", ""ASP""]"
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
get,O,_,_,_,VB,,O
it,O,0,get,PAT-arg,PRP,,O
",",O,_,_,_,_,,O
it,O,4,'s,ACT-arg,PRP,,O
's,O,_,_,_,_,' s,O
woth,O,0,get,PAT-arg,VB,wo ##th,O
every,O,7,penny,RSTR,DT,,O
penny,O,5,woth,PAT-arg,NN,,O
!,O,_,_,_,_,,O
!,O,_,_,_,_,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
so,O,0,so,ROOT,RB,,O
what,O,1,what,ROOT,WP,,O
?,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,1~10,bought~had,ACT-arg~ACT-arg,PRP,,O
bought,O,8~1,and~bought,CONJ.member~ROOT,VBD,,O
mine,O,1,bought,PAT-arg,NN,,O
in,O,_,_,_,_,,O
december,O,1,bought,TWHEN,NN,,O
of,O,_,_,_,_,,O
2003,O,4,december,TWHEN,CD,,O
",",O,_,_,_,_,,O
and,O,_,_,_,CC,,O
have,O,_,_,_,_,,O
had,O,8~10,and~had,CONJ.member~ROOT,VBN,,O
no,O,13,problems,RSTR,DT,,O
real,O,13,problems,RSTR,JJ,,O
problems,O,10,had,PAT-arg,NNS,,O
with,O,_,_,_,_,,O
it,O,13,problems,REG,PRP,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
as,O,_,_,_,_,,O
it,O,2,is,ACT-arg,PRP,,O
is,O,6,keeping,CPR,VBZ,,O
",",O,_,_,_,_,,O
i,O,6,keeping,ACT-arg,PRP,,O
'm,O,_,_,_,_,' m,O
keeping,O,6,keeping,ROOT,VBG,,O
the,O,_,_,_,_,,O
machine,O,6,keeping,PAT-arg,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,1,have,ACT-arg,SYM,,O
have,O,1,have,ROOT,VBP,,O
it,O,3,connected,PAT-arg,PRP,,O
connected,O,1,have,PAT-arg,VBN,,O
to,O,_,_,_,_,,O
speakers,O,3,connected,ADDR-arg,NNS,,O
for,O,_,_,_,_,,O
a,O,_,_,_,_,,O
nice,O,10,alarm,RSTR,JJ,,O
musical,O,10,alarm,RSTR,JJ,,O
alarm,O,1,have,AIM,NN,,O
in,O,_,_,_,_,,O
the,O,_,_,_,_,,O
morning,O,10,alarm,TWHEN,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
in,O,_,_,_,_,,O
a,O,_,_,_,_,,O
word,O,7,is,CRIT,NN,,O
",",O,_,_,_,_,,O
"""",O,_,_,_,_,,O
awesome,B-OP,7,is,ACT-arg,JJ,,OT-W\O-Path
"""",O,_,_,_,_,,O
is,O,7,is,ROOT,VBZ,,O
how,O,11,describe,MANN,WRB,,O
i,O,11,describe,ACT-arg,PRP,,O
would,O,_,_,_,_,,O
describe,O,7,is,PAT-arg,VB,,O
this,O,13,camera,RSTR,DT,,O
camera,B-ASP,11,describe,PAT-arg,NN,,AT-W\O-Path
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,2~9~4~11,intended~am~buy~happy,ACT-arg~ACT-arg~ACT-arg~ACT-arg,PRP,,O
first,O,2,intended,TWHEN,RB,,O
intended,O,8~2,but~intended,ADVS.member~ROOT,VBD,,O
to,O,_,_,_,_,,O
buy,O,2,intended,PAT-arg,VB,,O
the,O,_,_,_,_,,O
3100,O,4,buy,PAT-arg,CD,310 ##0,O
",",O,_,_,_,_,,O
but,O,_,_,_,CC,,O
am,O,8~9,but~am,ADVS.member~ROOT,VBP,,O
really,O,11,happy,ATT,RB,,O
happy,O,9,am,PAT-arg,JJ,,O
to,O,_,_,_,_,,O
invest,O,11,happy,PAT-arg,VB,,O
the,O,_,_,_,_,,O
extra,O,16,money,RSTR,JJ,,O
money,O,13,invest,PAT-arg,NN,,O
for,O,_,_,_,_,,O
the,O,_,_,_,_,,O
4300,O,13,invest,AIM,CD,430 ##0,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,_,_,_,_,,O
only,O,3,thing,RHEM,JJ,,O
good,O,3,thing,RSTR,JJ,,O
thing,O,9,is,ACT-arg,NN,,O
about,O,_,_,_,_,,O
this,O,7,process,RSTR,DT,,O
whole,O,7,process,RSTR,JJ,,O
process,O,3,thing,REG,NN,,O
",",O,_,_,_,_,,O
is,O,9,is,ROOT,VBZ,,O
that,O,_,_,_,_,,O
im,O,12,getting,ACT-arg,NN,,O
getting,O,9,is,PAT-arg,VBG,,O
like,O,_,_,_,_,,O
a,O,_,_,_,_,,O
34,O,17,amount,RSTR,CD,,O
dollar,O,17,amount,RSTR,NN,,O
amount,O,12,getting,PAT-arg,NN,,O
back,O,12,getting,DIR3,RB,,O
",",O,_,_,_,_,,O
because,O,_,_,_,_,,O
of,O,_,_,_,_,,O
the,O,_,_,_,_,,O
price,O,24,difference,RSTR,NN,,O
difference,O,12,getting,CAUS,NN,,O
between,O,_,_,_,_,,O
when,O,28,bought,TWHEN,WRB,,O
i,O,28,bought,ACT-arg,NN,,O
bought,O,31~24,and~difference,OPER.member~TWHEN,VBD,,O
it,O,28,bought,PAT-arg,PRP,,O
",",O,_,_,_,_,,O
and,O,_,_,_,CC,,O
now,O,24~31,difference~and,TWHEN~OPER.member,RB,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
9,O,_,_,_,_,,O
.,O,_,_,_,_,,O
in,O,_,_,_,_,,O
dim,O,5,environs,RSTR,JJ,,O
lit,O,5,environs,RSTR,JJ,,O
environs,O,10,outperform,LOC,NNS,en ##vir ##ons,O
the,O,_,_,_,_,,O
g2,O,10,outperform,ACT-arg,NN,g ##2,O
could,O,_,_,_,_,,O
easily,O,10,outperform,MANN,RB,,O
outperform,O,15~10,and~outperform,CONJ.member~ROOT,VB,out ##per ##form,O
any,O,13,camera,RSTR,DT,,O
other,O,13,camera,RSTR,JJ,,O
camera,O,10,outperform,PAT-arg,NN,,O
",",O,_,_,_,_,,O
and,O,_,_,_,CC,,O
thankfully,O,18,maintains,ATT,RB,,O
g3,O,18,maintains,ACT-arg,NNP,g ##3,O
maintains,O,15~18,and~maintains,CONJ.member~ROOT,VBZ,,O
this,O,20,rep,RSTR,DT,,O
rep,O,18,maintains,PAT-arg,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,3,write,ACT-arg,PRP,,O
can,O,_,_,_,_,,O
't,O,3,write,RHEM,RB,' t,O
write,O,3,write,ROOT,VB,,O
enough,O,6,things,EXT,JJ,,O
positive,O,6,things,RSTR,JJ,,O
things,O,3,write,PAT-arg,NNS,,O
about,O,_,_,_,_,,O
this,O,11,camera,RSTR,DT,,O
great,B-OP,11,camera,RSTR,JJ,,"11###[""OT"", ""RSTR^-1"", ""ASP""]"
little,O,11,camera,RSTR,JJ,,O
camera,B-ASP,3,write,ADDR-arg,NN,,AT-Head
!,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
a,O,_,_,_,_,,O
good,B-OP,2,player,RSTR,JJ,,"2###[""OT"", ""RSTR^-1"", ""ASP""]"
player,B-ASP,2,player,ROOT,NN,,AT-Head
at,O,_,_,_,_,,O
a,O,_,_,_,_,,O
great,B-OP,6,price,RSTR,JJ,,"6###[""OT"", ""RSTR^-1"", ""ASP""]"
price,B-ASP,2,player,EXT,NN,,AT-Head
with,O,_,_,_,_,,O
terrible,B-OP,9,software,RSTR,JJ,,"9###[""OT"", ""RSTR^-1"", ""ASP""]"
software,B-ASP,2,player,ACMP,NN,,AT-Head
that,O,11,makes,ACT-arg,WDT,,O
makes,O,9,software,RSTR,VBZ,,O
ripping,B-ASP,11~13,makes~and,PAT-arg~CONJ.member,VBG,,AT-Head
and,O,_,_,_,CC,,O
transferring,B-ASP,13~11,and~makes,CONJ.member~PAT-arg,VBG,,AT-W\O-Path
way,O,17,difficult,EXT,NN,,O
more,O,_,_,_,_,,O
difficult,B-OP,14~12,transferring~ripping,PAT-arg~PAT-arg,JJ,,"12###[""OT"", ""PAT-arg^-1"", ""ASP""]"
than,O,_,_,_,_,,O
it,O,21,be,ACT-arg,PRP,,O
should,O,_,_,_,_,,O
be,O,17,difficult,CPR,VB,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,1,have,ACT-arg,PRP,,O
have,O,1,have,ROOT,VBP,,O
a,O,_,_,_,_,,O
dvd,O,4,burner,RSTR,NN,,O
burner,O,1,have,PAT-arg,NN,burn ##er,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
size,O,1~0,and~size,CONJ.member~ROOT,NN,,O
and,O,_,_,_,CC,,O
weight,O,1~2,and~weight,CONJ.member~ROOT,NN,,O
:,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
--,O,_,_,_,.,- -,O
>,O,_,_,_,_,,O
does,O,_,_,_,_,,O
not,O,4,recognize,RHEM,RB,,O
recognize,O,12~4,connected~recognize,PAT-arg~ROOT,VB,,O
player,O,4,recognize,PAT-arg,NN,,O
at,O,_,_,_,_,,O
random,O,8,times,RSTR,JJ,,O
times,O,4,recognize,TWHEN,NNS,,O
",",O,_,_,_,_,,O
despite,O,_,_,_,_,,O
being,O,_,_,_,_,,O
connected,O,13~12,and~connected,CONJ.member~ROOT,VBN,,O
and,O,_,_,_,CC,,O
displaying,O,4~13,recognize~and,CNCS~CONJ.member,VBG,,O
player,O,17,library,APP,NN,,O
's,O,_,_,_,_,' s,O
library,O,14,displaying,PAT-arg,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
it,O,2~1,marked~was,PAT-arg~ACT-arg,PRP,,O
was,O,19~1,and~was,CONJ.member~ROOT,VBD,,O
marked,O,1~10,was~(,PAT-arg~APPS.member,VBN,,O
up,O,_,_,_,_,,O
increadably,O,5,high,MANN,RB,inc ##rea ##da ##bly,O
high,O,2,marked,EFF-arg,RB,,O
compared,O,_,_,_,_,,O
to,O,_,_,_,_,,O
other,O,9,models,RSTR,JJ,,O
models,O,2,marked,CPR,NNS,,O
(,O,_,_,_,-LRB-,,O
almost,O,13,500,EXT,RB,,O
$,O,1~10,was~(,PAT-arg~APPS.member,$,,O
500,O,12,$,RSTR,CD,,O
for,O,_,_,_,_,,O
a,O,_,_,_,_,,O
30gb,O,12,$,REG,NN,30 ##gb,O
),O,_,_,_,_,,O
",",O,_,_,_,_,,O
and,O,_,_,_,CC,,O
theres,O,_,_,_,NNS,there ##s,O
was,O,20,theres,ACT-arg,VBD,,O
nothing,O,21,was,ACT-arg,NN,,O
about,O,_,_,_,_,,O
it,O,22,nothing,REG,PRP,,O
that,O,26,made,ACT-arg,WDT,,O
made,O,22,nothing,RSTR,VBD,,O
it,O,26,made,PAT-arg,PRP,,O
worth,O,26,made,EFF-arg,JJ,,O
that,O,30,much,EXT,DT,,O
much,O,31,money,EXT,JJ,,O
money,O,28,worth,PAT-arg,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
had,O,_,_,_,_,,O
this,O,2,been,ACT-arg,DT,,O
been,O,13,been,COND,VBN,,O
my,O,6,player,APP,PRP$,,O
only,O,6,player,RHEM,JJ,,O
dvd,O,6,player,RSTR,NN,,O
player,O,2,been,PAT-arg,NN,,O
",",O,_,_,_,_,,O
though,O,13,been,PREC,RB,,O
",",O,_,_,_,_,,O
it,O,13,been,ACT-arg,PRP,,O
would,O,_,_,_,_,,O
have,O,_,_,_,_,,O
been,O,13,been,ROOT,VBN,,O
a,O,_,_,_,_,,O
real,O,16,problem,RSTR,JJ,,O
problem,O,13,been,PAT-arg,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
maybe,O,16,see,MOD,RB,,O
if,O,_,_,_,_,,O
you,O,3,delete,ACT-arg,PRP,,O
delete,O,16,see,COND,VBP,del ##ete,O
those,O,5,files,RSTR,DT,,O
files,O,3,delete,PAT-arg,NNS,,O
before,O,_,_,_,_,,O
you,O,8,looked,ACT-arg,PRP,,O
looked,O,3,delete,TWHEN,VBD,,O
at,O,_,_,_,_,,O
them,O,8,looked,PAT-arg,PRP,,O
with,O,_,_,_,_,,O
the,O,_,_,_,_,,O
software,O,8,looked,MEANS,NN,,O
",",O,_,_,_,_,,O
youd,O,_,_,_,_,you ##d,O
see,O,16,see,ROOT,VB,,O
the,O,_,_,_,_,,O
true,O,21,image,RSTR,JJ,,O
",",O,_,_,_,_,,O
raw,O,21,image,RSTR,JJ,,O
image,O,16,see,PAT-arg,NN,,O
that,O,26,produces,PAT-arg,IN,,O
the,O,_,_,_,_,,O
camera,O,26,produces,ACT-arg,NN,,O
actually,O,26,produces,ATT,RB,,O
produces,O,21,image,RSTR,VBZ,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
amazon,B-ASP,1~4~11,was~picking~paying,ACT-arg~ACT-arg~ACT-arg,NN,,AT-Head
was,O,1,was,ROOT,VBD,,O
wonderful,B-OP,1,was,PAT-arg,JJ,,"0###[""OT"", ""PAT-arg^-1"", ""*"", ""ACT-arg"", ""ASP""]"
about,O,_,_,_,_,,O
picking,O,10~2,and~wonderful,CONJ.member~REG,VBG,,O
it,O,4,picking,PAT-arg,PRP,,O
up,O,_,_,_,_,,O
the,O,_,_,_,_,,O
next,O,9,day,RSTR,JJ,,O
day,O,4,picking,TWHEN,NN,,O
and,O,_,_,_,CC,,O
paying,O,2~10,wonderful~and,REG~CONJ.member,VBG,,O
for,O,_,_,_,_,,O
the,O,_,_,_,_,,O
return,O,15,shipping,RSTR,NN,,O
shipping,O,11,paying,EFF-arg,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,1,find,ACT-arg,PRP,,O
find,O,1,find,ROOT,VBP,,O
this,O,1~4,find~be,PAT-arg~ACT-arg,DT,,O
to,O,_,_,_,_,,O
be,O,1,find,EFF-arg,VB,,O
a,O,_,_,_,_,,O
great,O,7,feature,RSTR,JJ,,O
feature,O,4,be,PAT-arg,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
hopefully,O,3,have,MOD,RB,,O
you,O,3,have,ACT-arg,PRP,,O
still,O,3,have,THL,RB,,O
have,O,3,have,ROOT,VBP,,O
the,O,_,_,_,_,,O
remote,O,6,control,RSTR,JJ,,O
control,O,3,have,PAT-arg,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
*,O,_,_,_,_,,O
protective,O,2,case,RSTR,JJ,,O
case,B-ASP,6~2,is~case,PAT-arg~ROOT,NN,,AT-Head
completely,O,4,useless,EXT,RB,,O
useless,B-OP,2,case,RSTR,JJ,,"2###[""OT"", ""RSTR^-1"", ""ASP""]"
as,O,_,_,_,_,,O
is,O,4,useless,CPR,VBZ,,O
since,O,_,_,_,_,,O
it,O,9,obscures,ACT-arg,PRP,,O
obscures,O,4,useless,CAUS,VBZ,obscure ##s,O
display,O,11,window,RSTR,NN,,O
window,O,9,obscures,PAT-arg,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
as,O,_,_,_,_,,O
i,O,2,mentioned,ACT-arg,NN,,O
mentioned,O,9,is,ATT,VBD,,O
before,O,2,mentioned,TWHEN,IN,,O
",",O,_,_,_,_,,O
the,O,_,_,_,_,,O
creative,O,8,software,RSTR,JJ,,O
mediasource,B-ASP,8,software,REG,NN,media ##so ##ur ##ce,AT-Secondary
software,I-ASP,9,is,ACT-arg,NN,,AT-Head
is,O,9,is,ROOT,VBZ,,O
actually,O,9,is,ATT,RB,,O
really,O,12,robust,ATT,RB,,O
robust,B-OP,9,is,PAT-arg,JJ,,"8###[""OT"", ""PAT-arg^-1"", ""*"", ""ACT-arg"", ""ASP""]"
despite,O,_,_,_,_,,O
what,O,17,said,EFF-arg,WP,,O
others,O,17,said,ACT-arg,NNS,,O
have,O,_,_,_,_,,O
said,O,9,is,PAR,VBN,,O
",",O,_,_,_,_,,O
though,O,_,_,_,_,,O
notmad,O,23,work,ACT-arg,NNP,not ##mad,O
may,O,_,_,_,_,,O
still,O,23,work,CNCS,RB,,O
work,O,9,is,CNCS,VB,,O
better,B-OP,23,work,MANN,RBR,,OT-W\O-Path
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
overall,O,2,like,ATT,JJ,,O
i,O,2,like,ACT-arg,NNS,,O
like,O,2,like,ROOT,VBP,,O
it,O,2,like,PAT-arg,PRP,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
beats,O,4~0,;~beats,CONJ.member~ROOT,VBZ,,O
that,O,2,sony,RSTR,DT,,O
sony,O,0,beats,PAT-arg,NN,,O
f717,O,0,beats,PAT-arg,CD,f ##7 ##17,O
;,O,_,_,_,:,,O
its,O,6,archrival,APP,PRP$,,O
archrival,O,4~6,;~archrival,CONJ.member~ROOT,NN,arch ##ri ##val,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,2,say,ACT-arg,PRP,,O
will,O,_,_,_,_,,O
say,O,2,say,ROOT,VB,,O
this,O,2,say,EFF-arg,DT,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,2,had,ACT-arg,PRP,,O
have,O,_,_,_,_,,O
had,O,2,had,ROOT,VBD,,O
no,O,4,problems,RSTR,DT,,O
problems,O,2,had,PAT-arg,NNS,,O
with,O,_,_,_,_,,O
the,O,_,_,_,_,,O
phone,B-ASP,4,problems,REG,NN,,AT-W\O-Path
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
on,O,_,_,_,_,,O
the,O,_,_,_,_,,O
positive,O,3,side,RSTR,JJ,,O
side,O,10,is,LOC,NN,,O
",",O,_,_,_,_,,O
the,O,_,_,_,_,,O
sound,B-ASP,10,is,ACT-arg,NN,,AT-Head
of,O,_,_,_,_,,O
the,O,_,_,_,_,,O
player,O,6,sound,APP,NN,,O
is,O,10,is,ROOT,VBZ,,O
pretty,O,12,good,EXT,RB,,O
good,B-OP,10,is,PAT-arg,JJ,,"6###[""OT"", ""PAT-arg^-1"", ""*"", ""ACT-arg"", ""ASP""]"
",",O,_,_,_,_,,O
once,O,_,_,_,_,,O
you,O,16,have,ACT-arg,PRP,,O
have,O,10,is,TWHEN,VBP,,O
everything,O,18,configured,PAT-arg,NN,,O
configured,O,16,have,PAT-arg,VBN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
maybe,O,2,'s,MOD,RB,,O
it,O,2,'s,ACT-arg,PRP,,O
's,O,13~2,but~'s,ADVS.member~ROOT,VBZ,' s,O
good,O,2,'s,PAT-arg,JJ,,O
