TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,AUX_TASK
chicken,I-ASP,22~15,or~craving,DISJ.member~PAT-arg,NN,,AT-W\O-Path
or,O,_,_,_,CC,,O
Beef,B-ASP,24,Cube,NE,NNP,,AT-W\O-Path
Cube,I-ASP,22~15,or~craving,DISJ.member~PAT-arg,NNP,,AT-W\O-Path
on,I-ASP,_,_,_,_,,AT-W\O-Path
rice,I-ASP,15,craving,REG,NN,,AT-W\O-Path
",",O,_,_,_,_,,O
this,O,29,is,ACT-arg,DT,,O
is,O,11~29,and~is,CONJ.member~ROOT,VBZ,,O
the,O,_,_,_,_,,O
place,O,29,is,PAT-arg,NN,,O
to,O,_,_,_,_,,O
go,O,31,place,RSTR,VB,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,_,_,_,_,,O
fettucino,B-ASP,2,alfredo,RSTR,NN,fe ##tt ##uc ##ino,AT-Secondary
alfredo,I-ASP,3,was,ACT-arg,NN,,AT-Head
was,O,3,was,ROOT,VBD,,O
amazing,B-OP,3,was,PAT-arg,JJ,,"2###[""OT"", ""PAT-arg^-1"", ""*"", ""ACT-arg"", ""ASP""]"
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,_,_,_,_,,O
lava,B-ASP,2,cake,RSTR,NN,,AT-Secondary
cake,I-ASP,3,dessert,APP,NN,,AT-Secondary
dessert,I-ASP,4,was,ACT-arg,NN,,AT-Head
was,O,6~4,and~was,CONJ.member~ROOT,VBD,,O
incredible,B-OP,4,was,PAT-arg,JJ,,"3###[""OT"", ""PAT-arg^-1"", ""*"", ""ACT-arg"", ""ASP""]"
and,O,_,_,_,CC,,O
I,O,8,recommend,ACT-arg,PRP,,O
recommend,B-OP,6~8,and~recommend,CONJ.member~ROOT,VBP,,OT-W\O-Path
it,O,8,recommend,PAT-arg,PRP,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
We,O,2,go,ACT-arg,PRP,,O
will,O,_,_,_,_,,O
go,O,2,go,ROOT,VB,,O
back,O,2,go,DIR3-arg,RB,,O
every,O,5,time,RSTR,DT,,O
time,O,2,go,TWHEN,NN,,O
we,O,7,are,ACT-arg,PRP,,O
are,O,5,time,RSTR,VBP,,O
in,O,_,_,_,_,,O
the,O,_,_,_,_,,O
City,O,7,are,LOC-arg,NNP,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Chinese,O,1,Desserts,RSTR,NNP,,O
Desserts,O,3,known,PAT-arg,NNPS,dessert ##s,O
are,O,_,_,_,_,,O
known,O,3,known,ROOT,VBN,,O
for,O,_,_,_,_,,O
healthful,B-OP,6,benefits,RSTR,JJ,health ##ful,OT-W\O-Path
benefits,O,3,known,EFF-arg,NNS,,O
in,O,_,_,_,_,,O
addition,O,_,_,_,_,,O
to,O,_,_,_,_,,O
the,O,_,_,_,_,,O
sweetness,O,6,benefits,ACMP,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
I,O,12~1~5,got~ordered~asked,ACT-arg~ACT-arg~ACT-arg,PRP,,O
ordered,O,4~1,and~ordered,CONJ.member~ROOT,VBD,,O
a,O,_,_,_,_,,O
Lassi,B-ASP,1,ordered,PAT-arg,NNP,lass ##i,AT-W\O-Path
and,O,_,_,_,CC,,O
asked,O,4~10~5,and~but~asked,CONJ.member~ADVS.member~ROOT,VBD,,O
4,O,7,times,RSTR,CD,,O
times,O,5,asked,THO,NNS,,O
for,O,_,_,_,_,,O
it,O,5,asked,PAT-arg,PRP,,O
but,O,_,_,_,CC,,O
never,O,12,got,TWHEN,RB,,O
got,O,10~12,but~got,ADVS.member~ROOT,VBD,,O
it,O,12,got,PAT-arg,PRP,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Great,B-OP,1,burgers,RSTR,JJ,,"1###[""OT"", ""RSTR^-1"", ""ASP""]"
burgers,B-ASP,5~1,and~burgers,CONJ.member~ROOT,NNS,burger ##s,AT-Head
",",O,_,_,_,_,,O
grilled,B-ASP,4,cheeses,RSTR,JJ,grille ##d,AT-W\O-Path
cheeses,I-ASP,5~4,and~cheeses,CONJ.member~ROOT,NNS,cheese ##s,AT-W\O-Path
and,O,_,_,_,CC,,O
french,B-ASP,7,fries,RSTR,JJ,,AT-W\O-Path
fries,I-ASP,5~7,and~fries,CONJ.member~ROOT,NNS,,AT-W\O-Path
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
From,O,_,_,_,_,,O
the,O,_,_,_,_,,O
moment,O,8,feel,TTILL,NN,,O
you,O,4,walk,ACT-arg,PRP,,O
walk,O,2,moment,RSTR,VBP,,O
in,O,4,walk,DIR3-arg,RB,,O
",",O,_,_,_,_,,O
you,O,8,feel,ACT-arg,PRP,,O
feel,O,8,feel,ROOT,VBP,,O
like,O,_,_,_,_,,O
you,O,11,'re,ACT-arg,PRP,,O
're,O,8,feel,MANN-arg,VBP,' re,O
in,O,_,_,_,_,,O
the,O,_,_,_,_,,O
perfect,B-OP,15,place,RSTR,JJ,,OT-W\O-Path
place,O,11,'re,LOC-arg,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
While,O,_,_,_,_,,O
certain,O,2,staples,RSTR,JJ,,O
staples,O,3,are,ACT-arg,NNS,,O
are,O,17~5,is~(,CONTRD~APPS.member,VBP,,O
excellent,B-OP,3,are,PAT-arg,JJ,,"7###[""OT"", ""PAT-arg^-1"", ""*"", ""PAT-arg"", ""ASP""]"
(,O,_,_,_,-LRB-,,O
the,O,_,_,_,_,,O
burger,B-ASP,3~8,"are~,",PAT-arg~CONJ.member,NN,,AT-Head
",",O,5,(,APPS.member,",",,O
some,O,8~3,",~are",CONJ.member~ACT-arg,DT,,O
of,O,_,_,_,_,,O
the,O,_,_,_,_,,O
pastas,B-ASP,9,some,DIR1,NNS,pasta ##s,AT-W\O-Path
),O,_,_,_,_,,O
",",O,_,_,_,_,,O
the,O,_,_,_,_,,O
food,B-ASP,17,is,ACT-arg,NN,,AT-W\O-Path
is,O,17,is,ROOT,VBZ,,O
not,O,17,is,RHEM,RB,,O
really,O,17,is,ATT,RB,,O
the,O,_,_,_,_,,O
point,O,17,is,PAT-arg,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Everyone,O,14,is,ACT-arg,NN,,O
who,O,2,works,ACT-arg,WP,,O
works,O,0,Everyone,RSTR,VBZ,,O
there,O,2,works,LOC,RB,,O
(,O,_,_,_,_,,O
the,O,_,_,_,_,,O
host,B-ASP,0~10,"Everyone~,",RSTR~CONJ.member,NN,,AT-W\O-Path
",",O,_,_,_,_,,O
the,O,_,_,_,_,,O
bartender,B-ASP,0~10,"Everyone~,",RESTR~CONJ.member,NN,,AT-W\O-Path
",",O,_,_,_,",",,O
the,O,_,_,_,_,,O
servers,B-ASP,0~10,"Everyone~,",RESTR~CONJ.member,NNS,,AT-W\O-Path
),O,_,_,_,_,,O
is,O,14,is,ROOT,VBZ,,O
so,O,16,helpful,EXT,RB,,O
helpful,B-OP,14,is,PAT-arg,JJ,,OT-W\O-Path
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
They,O,1,make,ACT-arg,PRP,,O
make,O,1,make,ROOT,VBP,,O
the,O,_,_,_,_,,O
best,B-OP,4,pizza,RSTR,JJS,,"4###[""OT"", ""RSTR^-1"", ""ASP""]"
pizza,B-ASP,1,make,PAT-arg,NN,,AT-Head
in,O,_,_,_,_,,O
New,O,7,Jersey,NE,NNP,,O
Jersey,O,1,make,LOC,NNP,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
When,O,_,_,_,_,,O
you,O,2,enter,ACT-arg,PRP,,O
enter,O,5,feel,TWHEN,VBP,,O
",",O,_,_,_,_,,O
you,O,5,feel,ACT-arg,PRP,,O
feel,O,5,feel,ROOT,VBP,,O
like,O,_,_,_,_,,O
you,O,9,entered,ACT-arg,PRP,,O
have,O,_,_,_,_,,O
entered,O,5,feel,MANN-arg,VBN,,O
your,O,11,mom,APP,PRP$,,O
mom,O,13,kitchen,APP,NN,,O
's,O,_,_,_,_,' s,O
kitchen,O,9,entered,PAT-arg,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,_,_,_,_,,O
pizza,B-ASP,2,is,ACT-arg,NN,,AT-Head
is,O,2,is,ROOT,VBZ,,O
overpriced,B-OP,4~2,and~is,CONJ.member~PAT-arg,JJ,over ##pr ##ice ##d,"1###[""OT"", ""PAT-arg^-1"", ""*"", ""ACT-arg"", ""ASP""]"
and,O,_,_,_,CC,,O
soggy,B-OP,2~4,is~and,PAT-arg~CONJ.member,JJ,so ##ggy,"1###[""OT"", ""PAT-arg^-1"", ""*"", ""ACT-arg"", ""ASP""]"
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
both,O,4,priced,PAT-arg,DT,,O
are,O,_,_,_,_,,O
very,O,3,reasonably,EXT,RB,,O
reasonably,B-OP,4,priced,MANN,RB,,"4###[""OT"", ""MANN^-1"", ""ASP""]"
priced,B-ASP,11~4,and~priced,CONJ.member~ROOT,VBN,,AT-Head
(,O,_,_,_,_,,O
around,O,8,8,EXT,IN,,O
$,O,4,priced,DIFF,$,,O
8,O,7,$,RSTR,CD,,O
for,O,_,_,_,_,,O
dinner,B-ASP,4,priced,EFF-arg,NN,,AT-W\O-Path
and,O,_,_,_,CC,,O
$,O,11~0,and~both,CONJ.member~RSTR,$,,O
5,O,12,$,RSTR,CD,,O
for,O,_,_,_,_,,O
lunch,B-ASP,12,$,AIM,NN,,AT-W\O-Path
),O,_,_,_,_,,O
",",O,_,_,_,_,,O
and,O,18,and,ROOT,CC,,O
are,O,18~19,and~are,CONJ.member~ROOT,VBP,,O
delicious,B-OP,19~21,are~and,PAT-arg~CONJ.member,JJ,,OT-W\O-Path
and,O,_,_,_,CC,,O
filling,B-OP,21~19,and~are,CONJ.member~PAT-arg,VBG,,OT-W\O-Path
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
and,O,3,been,PREC,CC,,O
i,O,3,been,ACT-arg,PRP,,O
have,O,_,_,_,_,,O
been,O,3,been,ROOT,VBN,,O
around,O,_,_,_,_,,O
the,O,_,_,_,_,,O
block,O,3,been,LOC-arg,NN,,O
",",O,_,_,_,_,,O
to,O,_,_,_,_,,O
say,O,3,been,PAR,VB,,O
the,O,_,_,_,_,,O
very,O,12,least,EXT,RB,,O
least,O,9,say,EFF-arg,JJS,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
No,O,1,plans,RSTR,DT,,O
plans,O,1,plans,ROOT,NNS,,O
to,O,_,_,_,_,,O
return,O,1,plans,PAT-arg,VB,,O
anytime,O,5,soon,TWHEN,RB,,O
soon,O,3,return,TWHEN,RB,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
It,O,2,be,ACT-arg,PRP,,O
will,O,_,_,_,_,,O
be,O,2,be,ROOT,VB,,O
on,O,_,_,_,_,,O
my,O,7,list,APP,PRP$,,O
to,O,_,_,_,_,,O
do,O,7,list,AIM,VB,,O
list,O,2,be,LOC-arg,NN,,O
the,O,_,_,_,_,,O
next,O,10,visit,RSTR,JJ,,O
visit,O,2,be,TWHEN,NN,,O
to,O,_,_,_,_,,O
NYC,O,10,visit,DIR3,NNP,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Even,O,14,risen,RHEM,RB,,O
after,O,_,_,_,_,,O
getting,O,_,_,_,_,,O
pushed,O,14,risen,TWHEN,VBN,,O
out,O,_,_,_,_,,O
by,O,_,_,_,_,,O
the,O,_,_,_,_,,O
no-class,O,9,Ray,RSTR,JJ,no - class,O
Famous,O,9,Ray,RSTR,NNP,,O
Ray,O,3,pushed,ACT-arg,NNP,,O
's,O,_,_,_,_,' s,O
",",O,_,_,_,_,,O
Sal,O,3~17~14,pushed~carry~risen,ACT-arg~ACT-arg~ACT-arg,NNP,,O
has,O,_,_,_,_,,O
risen,O,35~14,and~risen,CONJ.member~ROOT,VBN,,O
again,O,14,risen,TWHEN,RB,,O
to,O,_,_,_,_,,O
carry,O,14,risen,AIM,VB,,O
on,O,_,_,_,_,,O
his,O,20,father,APP,PRP$,,O
father,O,22,uncle,APP,NN,,O
's,O,_,_,_,_,' s,O
uncle,O,24,legacies,APP,NN,,O
's,O,_,_,_,_,' s,O
legacies,O,17,carry,PAT-arg,NNS,leg ##acies,O
with,O,_,_,_,_,,O
a,O,_,_,_,_,,O
smile,O,28~17,",~carry",CONJ.member~ACMP,NN,,O
",",O,_,_,_,",",,O
true,O,30,love,RSTR,JJ,,O
love,O,17~28,"carry~,",ACMP~CONJ.member,NN,,O
for,O,_,_,_,_,,O
his,O,33,community,APP,PRP$,,O
community,O,30,love,BEN,NN,,O
",",O,_,_,_,_,,O
and,O,_,_,_,CC,,O
let,O,35~36,and~let,CONJ.member~ROOT,VB,,O
's,O,36,let,ADDR-arg,_,' s,O
not,O,39,forget,RHEM,RB,,O
forget,O,36,let,PAT-arg,VB,,O
the,O,_,_,_,_,,O
Outstanding,B-OP,42,Pizza,RSTR,NNP,,"42###[""OT"", ""RSTR^-1"", ""ASP""]"
Pizza,B-ASP,39,forget,PAT-arg,NNP,,AT-Head
!,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
Tasty,B-OP,1~0,but~Tasty,ADVS.member~ROOT,JJ,ta ##sty,OT-W\O-Path
but,O,_,_,_,CC,,O
expensive,B-OP,1~2,but~expensive,ADVS.member~ROOT,JJ,,OT-W\O-Path
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,_,_,_,_,,O
dishes,B-ASP,3,were,ACT-arg,NNS,,AT-Head
offered,O,1,dishes,RSTR,VBN,,O
were,O,3,were,ROOT,VBD,,O
unique,B-OP,3~8,were~and,PAT-arg~CONJ.member,JJ,,"15###[""OT"", ""CPR"", ""ASP""]"
",",O,_,_,_,_,,O
very,O,7,tasty,EXT,RB,,O
tasty,B-OP,15~3~8,sardines~were~and,CM~PAT-arg~CONJ.member,JJ,ta ##sty,"13###[""OT"", ""DIR1"", ""ASP""]"
and,O,_,_,_,CC,,O
fresh,B-OP,3~8,were~and,PAT-arg~CONJ.member,JJ,,"13###[""OT"", ""DIR1"", ""ASP""]"
from,O,_,_,_,_,,O
the,O,_,_,_,_,,O
lamb,B-ASP,13,sausages,RSTR,NN,,AT-Secondary
sausages,I-ASP,7~9~18,"tasty~fresh~,",DIR1~DIR1~CONJ.member,NNS,sausage ##s,AT-Head
",",O,_,_,_,_,,O
sardines,B-ASP,18~4,",~unique",CONJ.member~CPR,NNS,sar ##dine ##s,AT-Head
with,I-ASP,_,_,_,_,,AT-Secondary
biscuits,I-ASP,15,sardines,ACMP,NNS,,AT-Secondary
",",O,_,_,_,",",,O
large,B-ASP,21,shrimp,RSTR,JJ,,AT-W\O-Path
whole,I-ASP,21,shrimp,RSTR,JJ,,AT-W\O-Path
shrimp,I-ASP,4~7~22,unique~tasty~to,MANN~REG~OPER.member,NN,,AT-W\O-Path
to,O,18,",",CONJ.member,TO,,O
the,O,_,_,_,_,,O
amazing,B-OP,27,cream,RSTR,JJ,,"27###[""OT"", ""RSTR^-1"", ""ASP""]"
pistachio,B-ASP,27,cream,RSTR,NN,pi ##sta ##chio,AT-Secondary
ice,I-ASP,27,cream,RSTR,NN,,AT-Secondary
cream,I-ASP,7~3~22,tasty~were~to,REG~PAT-arg~OPER.member,NN,,AT-Head
(,O,_,_,_,_,,O
the,O,_,_,_,_,,O
best,B-OP,3~31,were~and,PAT-arg~CONJ.member,JJS,,"1###[""OT"", ""PAT-arg^-1"", ""*"", ""ACT-arg"", ""ASP""]"
and,O,_,_,_,CC,,O
freshest,B-OP,3~31,were~and,PAT-arg~CONJ.member,JJS,fresh ##est,"1###[""OT"", ""PAT-arg^-1"", ""*"", ""ACT-arg"", ""ASP""]"
I,O,36,had,ACT-arg,PRP,,O
've,O,_,_,_,_,' ve,O
ever,O,36,had,TWHEN,RB,,O
had,O,4~30~32,unique~best~freshest,RSTR~RSTR~RSTR,VBN,,O
),O,_,_,_,_,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
The,O,_,_,_,_,,O
service,O,2,was,ACT-arg,NN,,O
was,O,19~2,and~was,CONJ.member~ROOT,VBD,,O
attentive,B-OP,5~2,yet~was,ADVS.member~PAT-arg,JJ,at ##ten ##tive,OT-W\O-Path
",",O,_,_,_,_,,O
yet,O,_,_,_,RB,,O
unimposing,O,2~5,was~yet,PAT-arg~ADVS.member,JJ,un ##im ##po ##sing,O
",",O,_,_,_,_,,O
the,O,_,_,_,_,,O
food,O,10,was,ACT-arg,NN,,O
was,O,19~10,and~was,CONJ.member~ROOT,VBD,,O
far,O,12,better,EXT,RB,,O
better,B-OP,10,was,PAT-arg,JJR,,OT-W\O-Path
than,O,_,_,_,_,,O
many,O,16,restaurants,RSTR,JJ,,O
notorious,O,16,restaurants,RSTR,JJ,,O
restaurants,O,2,was,ACT-arg,NNS,,O
in,O,_,_,_,_,,O
Midtown,O,16,restaurants,LOC,NNP,,O
and,O,_,_,_,CC,,O
the,O,_,_,_,_,,O
wine,O,22,list,RSTR,NN,,O
list,O,27~23,priced~is,PAT-arg~ACT-arg,NN,,O
is,O,19~23,and~is,CONJ.member~ROOT,VBZ,,O
extensive,B-OP,25~23,and~is,CONJ.member~PAT-arg,JJ,,OT-W\O-Path
and,O,_,_,_,CC,,O
well,O,27,priced,MANN,RB,,O
priced,O,23~25,is~and,PAT-arg~CONJ.member,VBN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,_,_,_,_,,O
negative,O,2,reviews,RSTR,JJ,,O
reviews,O,6,are,ACT-arg,NNS,,O
on,O,_,_,_,_,,O
city,O,5,search,RSTR,NN,,O
search,O,2,reviews,LOC,NN,,O
are,O,6,are,ROOT,VBP,,O
probably,O,6,are,MOD,RB,,O
from,O,_,_,_,_,,O
jealous,O,11,restaurants,RSTR,JJ,,O
competing,O,11,restaurants,RSTR,VBG,,O
restaurants,O,6,are,PAT-arg,NNS,,O
who,O,13,realize,ACT-arg,WP,,O
realize,O,11,restaurants,RSTR,VBP,,O
they,O,17,compete,ACT-arg,PRP,,O
ca,O,_,_,_,_,,O
n't,O,17,compete,RHEM,RB,n ' t,O
compete,O,13,realize,PAT-arg,VB,,O
with,O,_,_,_,_,,O
Temple,O,23~27,attitude~way,APP~ACT-arg,NNP,,O
's,O,_,_,_,_,' s,O
entire,O,23,attitude,RSTR,JJ,,O
positive,B-OP,23,attitude,RSTR,JJ,,OT-W\O-Path
attitude,O,17,compete,ADDR-arg,NN,,O
about,O,_,_,_,_,,O
the,O,_,_,_,_,,O
proper,O,27,way,RSTR,JJ,,O
way,O,23,attitude,PAT-arg,NN,,O
to,O,_,_,_,_,,O
treat,O,32~27,and~way,CONJ.member~PAT-arg,VB,,O
their,O,31,customers,APP,PRP$,,O
customers,O,29,treat,ADDR-arg,NNS,,O
and,O,_,_,_,CC,,O
deliver,O,27~32,way~and,PAT-arg~CONJ.member,VB,,O
top,B-OP,35,quality,RSTR,JJ,,OT-Secondary
quality,I-OP,36,food,RSTR,JJ,,"36###[""OT"", ""RSTR^-1"", ""ASP""]"
food,B-ASP,33,deliver,PAT-arg,NN,,AT-Head
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
My,O,1,GF,APP,PRP$,,O
