TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,AUX_TASK
turning,O,21~19~8,then~now~was,loc~loc~_and_c,VBG,,O
it,O,15,turning,ARG2,PRP,,O
off,O,_,_,_,_,,O
every,O,_,_,_,DT,,O
now,O,18,every,BV,RB,,O
and,O,_,_,_,_,,O
then,O,19,now,_and_c,RB,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
at,O,_,_,_,IN,,O
this,O,_,_,_,DT,,O
time,O,1~0,this~at,BV~ARG2,NN,,O
",",O,_,_,_,_,,O
i,O,7~5,turn~decided,ARG1~ARG1,PRP,,O
decided,O,0~5,at~decided,ARG1~ROOT,VBD,,O
to,O,_,_,_,_,,O
turn,O,5,decided,ARG2,VB,,O
the,O,_,_,_,DT,,O
player,O,7~8,turn~the,ARG2~BV,NN,,O
on,O,_,_,_,_,,O
",",O,_,_,_,_,,O
and,O,_,_,_,_,,O
much,O,14,to,mwe,RB,,O
to,O,_,_,_,TO,,O
my,O,_,_,_,PRP$,,O
surprise,O,15~14,my~to,poss~ARG2,NN,,O
it,O,18,comes,ARG1,PRP,,O
comes,O,14~5~19,to~decided~with,ARG1~_and_c~ARG1,VBZ,,O
with,O,_,_,_,IN,,O
quite,O,_,_,_,_,,O
the,O,_,_,_,DT,,O
little,O,_,_,_,JJ,,O
library,O,19~22~28~21,with~little~one~the,ARG2~ARG1~appos~BV,NN,,O
of,O,_,_,_,_,,O
classical,O,_,_,_,JJ,,O
music,O,23~25,library~classical,ARG1~ARG1,NN,,O
",",O,_,_,_,_,,O
one,O,31,is,ARG1,CD,,O
of,O,_,_,_,_,,O
which,O,_,_,_,_,,O
is,O,_,_,_,VBZ,,O
a,O,_,_,_,DT,,O
childhood,O,_,_,_,NN,,O
favorite,O,32~33~31~38,a~childhood~is~air,BV~compound~ARG2~appos,NN,,O
",",O,_,_,_,_,,O
bach,O,_,_,_,NN,,O
's,O,_,_,_,_,' s,O
air,O,36,bach,poss,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,_,_,_,DT,,O
pictures,B-ASP,0~3,the~razor-sharp,BV~ARG1,NNS,,AT-Head
are,O,_,_,_,_,,O
razor-sharp,B-OP,6~3,in~razor-sharp,ARG1~ROOT,JJ,razor - sharp,"1###[""OT"", ""ARG1"", ""ASP""]"
",",O,_,_,_,_,,O
even,O,_,_,_,RB,,O
in,O,5,even,ARG1,IN,,O
macro,B-ASP,6,in,ARG2,NN,,AT-W\O-Path
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,_,_,_,DT,,O
door,B-ASP,0~4,the~close,BV~ARG1,NN,,AT-W\O-Path
would,O,3,not,neg,MD,,O
not,O,3,not,ROOT,RB,,O
close,O,2,would,ARG1,VB,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
since,O,0,since,ROOT,IN,,O
i,O,2,received,ARG1,WDT,,O
received,O,0,since,ARG2,VBD,,O
the,O,_,_,_,DT,,O
phone,O,3~2,the~received,BV~ARG2,NN,,O
",",O,_,_,_,_,,O
i,O,7,spent,ARG1,PRP,,O
spent,O,0~10~13,since~on~with,ARG1~ARG1~ARG1,VBD,,O
countless,O,_,_,_,JJ,,O
hours,O,7~8,spent~countless,ARG2~ARG1,NNS,,O
on,O,_,_,_,IN,,O
the,O,_,_,_,DT,,O
phone,O,10~11,on~the,ARG2~BV,NN,,O
with,O,_,_,_,IN,,O
customer,B-ASP,_,_,_,NN,,AT-W\O-Path
service,I-ASP,14,customer,compound,NN,,AT-W\O-Path
reps,I-ASP,13~18~15,with~promised~service,ARG2~ARG1~compound,NNS,rep ##s,AT-W\O-Path
who,O,_,_,_,_,,O
promised,O,_,_,_,VBD,,O
t-zones,O,21,work,ARG1,NNS,t - zones,O
would,O,18,promised,ARG2,MD,,O
work,O,20~23,would~in,ARG1~ARG1,VB,,O
"""",O,_,_,_,_,,O
in,O,_,_,_,IN,,O
24,O,_,_,_,CD,,O
hours,O,23~24,in~24,ARG2~ARG1,NNS,,O
"""",O,_,_,_,_,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,_,_,_,DT,,O
battery,B-ASP,0~2,the~lasts,BV~ARG1,NN,,AT-Head
lasts,O,4~5,long~when,loc~ARG1,VBZ,,O
very,O,_,_,_,RB,,O
long,B-OP,3,very,ARG1,JJ,,"1###[""OT"", ""loc"", ""*"", ""ARG1"", ""ASP""]"
when,O,_,_,_,WRB,,O
playing,O,5,when,ARG2,VBG,,O
music,O,6,playing,ARG2,NN,,O
",",O,_,_,_,_,,O
but,O,_,_,_,_,,O
writing,O,15,drains,ARG1,VBG,,O
files,O,10,writing,ARG2,NNS,,O
to,O,_,_,_,TO,,O
the,O,_,_,_,DT,,O
player,O,13,the,BV,NN,,O
drains,O,18~20,fast~so,ARG1~ARG1,VBZ,,O
the,O,_,_,_,DT,,O
battery,B-ASP,16~15,the~drains,BV~ARG2,NN,,AT-W\O-Path
fast,O,_,_,_,RB,,O
",",O,_,_,_,_,,O
so,O,20,so,ROOT,RB,,O
you,O,22~24,need~have,ARG1~ARG1,PRP,,O
need,O,20,so,ARG2,VBP,,O
to,O,_,_,_,_,,O
have,O,_,_,_,VB,,O
it,O,24~26,have~plugged,ARG2~ARG2,PRP,,O
plugged,O,30,when,ARG1,VBD,plug ##ged,O
into,O,_,_,_,_,,O
an,O,_,_,_,DT,,O
outlet,O,28~26,an~plugged,BV~ARG3,NN,,O
when,O,24,have,ARG3,WRB,,O
sending,O,30,when,ARG2,VBG,,O
files,O,31,sending,ARG2,NNS,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
go,O,0,go,ROOT,VB,,O
get,O,0,go,ARG2,VB,,O
it,O,1,get,ARG2,PRP,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
amazon,O,7~3,refund~working,ARG1~ARG1,NNP,,O
has,O,_,_,_,_,,O
been,O,_,_,_,_,,O
working,O,6~4,to~with,ARG1~ARG1,VBG,,O
with,O,_,_,_,IN,,O
me,O,4,with,ARG2,PRP,,O
to,O,6,to,ROOT,TO,,O
refund,O,6,to,ARG2,VB,ref ##und,O
my,O,_,_,_,PRP$,,O
money,O,7~8,refund~my,ARG2~poss,NN,,O
",",O,_,_,_,_,,O
but,O,_,_,_,_,,O
they,O,13,reminded,ARG1,PRP,,O
reminded,O,6,to,_but_c,VBD,,O
me,O,13,reminded,ARG2,PRP,,O
that,O,_,_,_,_,,O
i,O,18,past,ARG1,PRP,,O
have,O,_,_,_,_,,O
past,O,13,reminded,ARG3,JJ,,O
the,O,_,_,_,DT,,O
30,O,_,_,_,CD,,O
day,O,20,30,ARG1,NN,,O
return,O,_,_,_,NN,,O
policy,O,19~21~22~18,the~day~return~past,BV~compound~compound~ARG2,NN,,O
and,O,_,_,_,_,,O
this,O,26,was,ARG1,DT,,O
was,O,18,past,_and_c,VBD,,O
a,O,_,_,_,DT,,O
courtesy,O,_,_,_,NN,,O
return,O,28~27~26,courtesy~a~was,compound~BV~ARG2,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
it,O,3~6~9,spin~stop~display,ARG1~ARG1~ARG1,PRP,,O
would,O,1,would,ROOT,MD,,O
just,O,_,_,_,RB,,O
spin,O,2~1,just~would,ARG1~ARG1,VB,,O
up,O,_,_,_,_,,O
and,O,_,_,_,_,,O
stop,O,3,spin,_and_c,VB,,O
",",O,_,_,_,_,,O
and,O,_,_,_,_,,O
display,O,3,spin,_and_c,VB,,O
"""",O,_,_,_,_,,O
no,B-ASP,_,_,_,DT,,AT-W\O-Path
disc,I-ASP,11~9,no~display,BV~ARG2,NN,,AT-W\O-Path
"""",O,_,_,_,_,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,17~2~11,dropped~had~treated,ARG1~ARG1~ARG1,PRP,,O
've,O,_,_,_,_,' ve,O
had,O,5~2,for~had,ARG1~ROOT,VBD,,O
this,O,_,_,_,DT,,O
thing,O,3~2,this~had,BV~ARG2,NN,,O
for,O,_,_,_,IN,,O
less,O,_,_,_,JJR,,O
than,O,_,_,_,_,,O
a,O,_,_,_,DT,,O
month,O,6~8,less~a,than~ARG1,NN,,O
",",O,_,_,_,_,,O
treated,O,2~14,had~well,conj~ARG1,VBN,,O
it,O,11,treated,ARG2,PRP,,O
quite,O,_,_,_,RB,,O
well,O,13,quite,ARG1,RB,,O
",",O,_,_,_,_,,O
never,O,11,treated,conj,RB,,O
dropped,O,16,never,ARG1,VBD,,O
it,O,17,dropped,ARG2,PRP,,O
",",O,_,_,_,_,,O
and,O,_,_,_,_,,O
the,O,_,_,_,DT,,O
headphone,B-ASP,_,_,_,NN,head ##phone,AT-W\O-Path
jack,I-ASP,22~26~21,headphone~screwed~the,compound~ARG2~BV,NN,,AT-W\O-Path
is,O,_,_,_,_,,O
all,O,_,_,_,RB,,O
screwed,O,16~25,never~all,_and_c~ARG1,VBN,,O
up,O,_,_,_,_,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,_,_,_,DT,,O
dynamic,B-ASP,_,_,_,JJ,,AT-Secondary
playlists,I-ASP,1~12~6~17~15~0,dynamic~calls~playing~awkward~feels~the,ARG1~parenthetical~ARG1~ARG1~ARG1~BV,NNS,play ##lists,AT-Head
(,O,_,_,_,_,,O
"""",O,_,_,_,_,,O
now,O,_,_,_,RB,,O
playing,O,5,now,ARG1,VBG,,O
"""",O,_,_,_,_,,O
",",O,_,_,_,_,,O
i,O,_,_,_,PRP,,O
belive,O,_,_,_,JJ,bel ##ive,O
creative,O,12~10~9,calls~belive~i,ARG1~ARG1~compound,JJ,,O
calls,O,_,_,_,VBZ,,O
it,O,12,calls,ARG2,PRP,,O
),O,_,_,_,_,,O
feels,O,18~15,at~feels,ARG1~ROOT,VBZ,,O
very,O,_,_,_,RB,,O
awkward,B-OP,15~16,feels~very,ARG2~ARG1,JJ,,"2###[""OT"", ""ARG1"", ""ASP""]"
at,O,_,_,_,IN,,O
times,O,18,at,ARG2,NNS,,O
and,O,_,_,_,_,,O
some,O,_,_,_,DT,,O
menus,B-ASP,24~21,take~some,ARG1~BV,NNS,menu ##s,AT-Head
simply,O,_,_,_,RB,,O
take,O,23~15,simply~feels,ARG1~_and_c,VB,,O
to,O,_,_,_,_,,O
long,B-OP,24,take,ARG2,JJ,,"22###[""OT"", ""ARG2^-1"", ""*"", ""ARG1"", ""ASP""]"
to,O,_,_,_,_,,O
get,B-ASP,24,take,ARG1,VB,,AT-W\O-Path
to,O,28,get,ARG2,TO,,O
and,O,_,_,_,_,,O
operate,B-ASP,29,to,_and_c,VB,,AT-W\O-Path
..,O,_,_,_,_,. .,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,1,doubt,ARG1,PRP,,O
doubt,O,1,doubt,ROOT,VBP,,O
anyone,O,5,seen,ARG1,NN,,O
has,O,_,_,_,_,,O
ever,O,_,_,_,RB,,O
seen,O,1~4,doubt~ever,ARG2~ARG1,VBN,,O
an,O,_,_,_,DT,,O
add,O,6~10~5,an~for~seen,BV~ARG1~ARG2,NN,,O
or,O,_,_,_,_,,O
commercial,O,7,add,_or_c,JJ,,O
for,O,_,_,_,IN,,O
any,O,_,_,_,DT,,O
other,O,_,_,_,JJ,,O
mp3,O,_,_,_,NN,,O
player,O,13~10~12~11,mp3~for~other~any,compound~ARG2~ARG1~BV,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,_,_,_,DT,,O
rio,O,_,_,_,NN,,O
karma,O,_,_,_,NN,,O
feedback,O,2~1~0~4,karma~rio~the~suffers,compound~compound~BV~ARG1,NN,,O
suffers,O,4,suffers,ROOT,VBZ,,O
from,O,_,_,_,_,,O
sensitivity,O,4~7,suffers~in,ARG2~ARG1,NN,,O
in,O,_,_,_,IN,,O
the,O,_,_,_,DT,,O
hard,O,_,_,_,JJ,,O
disk,O,8~9~7,the~hard~in,BV~ARG1~ARG2,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,_,_,_,DT,,O
only,O,_,_,_,JJ,,O
thing,O,1~6~5~0,only~was~experience~the,ARG1~ARG1~ARG2~BV,NN,,O
i,O,5,experience,ARG1,PRP,,O
did,O,_,_,_,_,,O
experience,O,_,_,_,NN,,O
was,O,6,was,ROOT,VBD,,O
a,O,_,_,_,DT,,O
problem,O,21~6~7,clear~was~a,ARG2~ARG2~BV,NN,,O
of,O,_,_,_,_,,O
the,O,_,_,_,DT,,O
player,O,10~14,the~playing,BV~ARG1,NN,,O
freezing,B-ASP,13,while,ARG1,VBG,,AT-W\O-Path
while,O,8,problem,ARG1,IN,,O
playing,O,13,while,ARG2,VBG,,O
",",O,_,_,_,_,,O
which,O,_,_,_,_,,O
i,O,21~19,clear~able,ARG1~ARG1,WDT,,O
was,O,_,_,_,_,,O
able,O,_,_,_,JJ,,O
to,O,_,_,_,_,,O
clear,O,19~22,able~by,ARG2~ARG1,VB,,O
by,O,_,_,_,IN,,O
opening,O,22,by,ARG2,VBG,,O
it,O,23,opening,ARG2,PRP,,O
up,O,_,_,_,_,,O
and,O,_,_,_,_,,O
blowing,O,30~23,with~opening,ARG1~_and_c,VBG,,O
it,O,27,blowing,ARG2,PRP,,O
out,O,_,_,_,_,,O
with,O,_,_,_,IN,,O
"""",O,_,_,_,_,,O
canned,O,_,_,_,JJ,,O
air,O,32~30,canned~with,ARG2~ARG2,NN,,O
.,O,_,_,_,_,,O
"""",O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
like,O,_,_,_,IN,,O
many,O,_,_,_,JJ,,O
reviewers,O,1~0,many~like,ARG1~ARG2,NNS,,O
",",O,_,_,_,_,,O
i,O,8~6,like~wanted,ARG1~ARG1,WDT,,O
really,O,5,really,ROOT,RB,,O
wanted,O,0~5,like~really,ARG1~ARG1,VBD,,O
to,O,_,_,_,_,,O
like,O,6,wanted,ARG2,VB,,O
this,O,_,_,_,DT,,O
product,O,8~9,like~this,ARG2~BV,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,1,got,ARG1,PRP,,O
got,O,3~1,now~got,loc~ROOT,VBD,,O
it,O,1,got,ARG2,PRP,,O
now,O,_,_,_,RB,,O
",",O,_,_,_,_,,O
and,O,_,_,_,_,,O
i,O,8,diggin,ARG1,PRP,,O
'm,O,_,_,_,_,' m,O
diggin,O,1,got,_and_c,VBG,dig ##gin,O
',O,_,_,_,.,,O
it,O,8,diggin,ARG2,PRP,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
however,O,0,however,ROOT,RB,,O
",",O,_,_,_,_,,O
the,O,_,_,_,DT,,O
battery,B-ASP,_,_,_,NN,,AT-Secondary
life,I-ASP,3~2~6,battery~the~good,compound~BV~ARG1,NN,,AT-Head
is,O,_,_,_,_,,O
good,B-OP,0~7,however~enough,ARG1~comp_enough,JJ,,"4###[""OT"", ""ARG1"", ""ASP""]"
enough,O,_,_,_,RB,,O
you,O,13,concerned,ARG1,PRP,,O
should,O,10,n't,neg,MD,,O
n't,O,0,however,ARG1,RB,n ' t,O
be,O,_,_,_,_,,O
overly,O,_,_,_,RB,,O
concerned,O,12~9,overly~should,ARG1~ARG1,VBN,,O
with,O,_,_,_,_,,O
turning,O,13,concerned,ARG2,VBG,,O
this,O,_,_,_,DT,,O
phone,O,15~16,turning~this,ARG2~BV,NN,,O
off,O,_,_,_,_,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,3,buy,ARG1,PRP,,O
will,O,_,_,_,_,,O
never,O,2,never,ROOT,RB,,O
buy,O,2~7,never~again,ARG1~ARG1,VB,,O
a,O,_,_,_,DT,,O
creative,B-ASP,_,_,_,JJ,,AT-W\O-Path
product,I-ASP,4~3~5,a~buy~creative,BV~ARG2~ARG1,NN,,AT-W\O-Path
again,O,_,_,_,RB,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,17~2~5,transfer~able~copy,ARG1~ARG1~ARG1,PRP,,O
was,O,_,_,_,_,,O
able,O,2,able,ROOT,JJ,,O
to,O,_,_,_,_,,O
easily,O,_,_,_,RB,,O
copy,O,4~11~2,easily~from~able,ARG1~ARG1~ARG2,VB,,O
2gb,O,_,_,_,NN,2 ##gb,O
worth,O,6~5,2gb~copy,compound~ARG2,NN,,O
of,O,_,_,_,_,,O
video,O,_,_,_,JJ,,O
files,O,7~9,worth~video,ARG1~compound,NNS,,O
from,O,_,_,_,IN,,O
my,O,_,_,_,PRP$,,O
computer,O,11~12,from~my,ARG2~poss,NN,,O
",",O,_,_,_,_,,O
and,O,_,_,_,_,,O
then,O,_,_,_,_,,O
transfer,O,5,copy,_and+then_c,VB,,O
them,O,17,transfer,ARG2,PRP,,O
to,O,_,_,_,_,,O
a,O,_,_,_,DT,,O
friend,O,20,a,BV,NN,,O
's,O,_,_,_,_,' s,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
this,O,3,cool,ARG1,DT,,O
is,O,_,_,_,_,,O
pretty,O,_,_,_,RB,,O
cool,O,2~3,pretty~cool,ARG1~ROOT,JJ,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
the,O,_,_,_,DT,,O
phone,O,0~2,the~comes,BV~ARG1,NN,,O
comes,O,3~2,with~comes,ARG1~ROOT,VBZ,,O
with,O,_,_,_,IN,,O
okay,B-OP,_,_,_,JJ,,"5###[""OT"", ""ARG1"", ""ASP""]"
ringtones,B-ASP,3~4,with~okay,ARG2~ARG1,NNS,ring ##tones,AT-Head
",",O,_,_,_,_,,O
some,O,_,_,_,DT,,O
decent,B-OP,_,_,_,JJ,,"9###[""OT"", ""ARG1"", ""ASP""]"
backgrounds,B-ASP,8~2~7,decent~comes~some,ARG1~conj~BV,NNS,,AT-Head
/,O,_,_,_,_,,O
screensavers,B-ASP,9,backgrounds,_or_c,NNS,screens ##aver ##s,AT-W\O-Path
",",O,_,_,_,_,,O
but,O,_,_,_,_,,O
the,O,_,_,_,DT,,O
phone,O,16~14,has~the,ARG1~BV,NN,,O
has,O,2,comes,_but_c,VBZ,,O
very,O,_,_,_,RB,,O
little,B-OP,17,very,ARG1,JJ,,"19###[""OT"", ""ARG1"", ""ASP""]"
memory,B-ASP,16~18~30,has~little~so,ARG2~ARG1~parenthetical,NN,,AT-Head
(,O,_,_,_,_,,O
mine,O,22,had,ARG1,PRP,,O
had,O,24,as,ARG1,VBD,,O
230kb,O,22,had,ARG2,VBN,230 ##k ##b,O
as,O,30,so,ARG1,IN,,O
it,O,26,arrived,ARG1,PRP,,O
arrived,O,27~24,from~as,ARG1~ARG2,VBD,,O
from,O,_,_,_,IN,,O
amazon,O,27,from,ARG2,NN,,O
",",O,_,_,_,_,,O
so,O,_,_,_,RB,,O
you,O,34,have,ARG1,PRP,,O
do,O,_,_,_,_,,O
n't,O,30,so,ARG2,RB,n ' t,O
have,O,33,n't,neg,VBP,,O
too,O,_,_,_,RB,,O
many,O,35,too,comp_too,JJ,,O
options,O,36~34~38,many~have~on,ARG1~ARG2~ARG1,NNS,,O
on,O,_,_,_,IN,,O
what,O,42~43,put~on,ARG2~ARG1,WP,,O
you,O,42,put,ARG1,PRP,,O
can,O,38,on,ARG2,MD,,O
put,O,41,can,ARG1,VB,,O
on,O,42,put,ARG3,_,,O
there,O,43,on,ARG2,RB,,O
),O,_,_,_,_,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,1~22~11,have~have~loaded,ARG1~ARG1~ARG1,PRP,,O
have,O,1,have,ROOT,VBP,,O
a,O,_,_,_,DT,,O
large,O,_,_,_,JJ,,O
but,O,_,_,_,_,,O
not,O,_,_,_,_,,O
huge,O,3,large,_but_c,JJ,,O
cd,O,_,_,_,JJ,,O
collection,O,7~3~6~1~2,cd~large~huge~have~a,compound~ARG1~ARG1~ARG2~BV,NN,,O
and,O,_,_,_,_,,O
have,O,_,_,_,_,,O
loaded,O,1,have,_and_c,VBN,,O
everything,O,16~11,listen~loaded,ARG2~ARG2,NN,,O
i,O,14~16,want~listen,ARG1~ARG1,PRP,,O
want,O,_,_,_,VBP,,O
to,O,_,_,_,_,,O
listen,O,14~18,want~on,ARG2~ARG1,VB,,O
to,O,_,_,_,_,,O
on,O,_,_,_,IN,,O
it,O,18,on,ARG2,PRP,,O
and,O,_,_,_,_,,O
still,O,_,_,_,RB,,O
have,O,11~21,loaded~still,_and_c~ARG1,VBP,,O
13,O,_,_,_,CD,,O
gigabytes,O,23~22~25,13~have~free,ARG1~ARG2~ARG1,NNS,gig ##aby ##tes,O
free,O,22,have,ARG3,JJ,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
1,O,_,_,_,_,,O
.,O,_,_,_,_,,O
i,O,3,achieved,ARG1,CC,,O
achieved,O,3,achieved,ROOT,VBD,,O
my,O,_,_,_,PRP$,,O
basic,O,_,_,_,JJ,,O
objective,O,4~3~5,my~achieved~basic,poss~ARG2~ARG1,NN,,O
;,O,_,_,_,_,,O
my,O,_,_,_,PRP$,,O
entire,O,_,_,_,JJ,,O
cd,O,_,_,_,NN,,O
collection,O,13~8~9~10,on~my~entire~cd,ARG1~poss~ARG1~compound,NN,,O
is,O,_,_,_,_,,O
on,O,3,achieved,conj,IN,,O
a,O,_,_,_,DT,,O
portable,O,_,_,_,JJ,,O
device,O,15~14~13~17,portable~a~on~with,ARG1~BV~ARG2~ARG1,NN,,O
with,O,_,_,_,IN,,O
lots,O,17,with,ARG2,NNS,,O
of,O,_,_,_,_,,O
room,O,18,lots,ARG1,NN,,O
to,O,_,_,_,_,,O
store,O,_,_,_,VB,,O
more,O,22,store,ARG2,JJR,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,2,recommend,ARG1,PRP,,O
enthusiastically,O,_,_,_,RB,,O
recommend,B-OP,1~2,enthusiastically~recommend,ARG1~ROOT,VBP,,"4###[""OT"", ""ARG2"", ""ASP""]"
this,O,_,_,_,DT,,O
camera,B-ASP,3~2,this~recommend,BV~ARG2,NN,,AT-Head
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,1,made,ARG1,PRP,,O
made,O,1,made,ROOT,VBD,,O
the,O,_,_,_,DT,,O
mistake,O,1~2~4,made~the~of,ARG2~BV~ARG1,NN,,O
of,O,_,_,_,IN,,O
thinking,O,4,of,ARG2,VBG,,O
i,O,9,manage,ARG1,PRP,,O
could,O,5,thinking,ARG2,MD,,O
easily,O,_,_,_,RB,,O
manage,O,7~8~13,could~easily~with,ARG1~ARG1~ARG1,VB,,O
my,O,_,_,_,PRP$,,O
mp3,O,_,_,_,NN,,O
library,O,11~10~9,mp3~my~manage,compound~poss~ARG2,NN,,O
with,O,_,_,_,IN,,O
this,O,_,_,_,DT,,O
device,O,13~14,with~this,ARG2~BV,NN,,O
.,O,_,_,_,.,,O
_,_,_,_,_,_,_
_,_,_,_,_,_,_
i,O,2,had,ARG1,SYM,,O
also,O,1,also,ROOT,RB,,O
had,O,1,also,ARG1,VBD,,O
it,O,4,happen,ARG1,PRP,,O
happen,O,5,when,ARG1,VB,,O
when,O,2,had,ARG2,WRB,,O
recording,O,5,when,ARG2,VBG,,O
a,O,_,_,_,DT,,O
jazz,O,_,_,_,NN,,O
set,O,8~6~7,jazz~recording~a,compound~ARG2~BV,NN,,O
where,O,_,_,_,_,,O
there,O,_,_,_,_,,O
were,O,9~21,set~without,loc~ARG1,VBD,,O
a,O,_,_,_,DT,,O
number,O,12~13,were~a,ARG1~BV,NN,,O
of,O,_,_,_,_,,O
outtakes,O,14~17,number~of,ARG1~ARG1,NNS,outta ##kes,O
of,O,_,_,_,IN,,O
the,O,_,_,_,DT,,O
same,O,_,_,_,JJ,,O
